id,name,us_sound,us_link,type
1,a,eɪ,../audio/a/a_01_00.mp3,noun
5,aa,ˌeɪˈeɪ,../audio/a/usad___004.mp3,noun
6,aaa,ˌeɪ.eɪˈeɪ,../audio/a/usad___005.mp3,noun
7,aah,ɑː,../audio/a/usad___006.mp3,exclamation
17,aardvark,ˈɑːrd.vɑːrk,../audio/a/usad___007.mp3,noun
33,ab,ˌeɪˈbiː,../audio/a/usad___008.mp3,noun
34,aba,"",../audio/a/usbp0004.mp3,noun
49,aback,əˈbæk,../audio/a/usad___009.mp3,adverb
59,abacus,ˈæb.ə.kəs,../audio/a/abacus.mp3,noun
68,abaft,əˈbæft,../audio/a/cdo0318usabaf0009.mp3,adverb
83,abalone,æb.əˈloʊ.ni,../audio/a/ca2us001.mp3,noun
91,abandon,əˈbæn.dən,../audio/a/abandon.mp3,verb
93,abandoned,əˈbæn.dənd,../audio/a/abandoned.mp3,adjective
98,abandoning,əˈbæn.dən,../audio/a/abandon.mp3,verb
99,abandonment,əˈbæn.dən.mənt,../audio/a/abandonment.mp3,noun
117,abase,əˈbeɪs,../audio/a/usad___010.mp3,verb
118,abased,əˈbeɪs,../audio/a/usad___010.mp3,verb
121,abasement,əˈbeɪs.mənt,../audio/a/usad___011.mp3,noun
127,abash,əˈbæʃ,../audio/a/cdo1121usabas0004.mp3,verb
128,abashed,əˈbæʃt,../audio/a/abashed.mp3,adjective
140,abasing,əˈbeɪs,../audio/a/usad___010.mp3,verb
150,abate,əˈbeɪt,../audio/a/abate.mp3,verb
151,abated,əˈbeɪt,../audio/a/abate.mp3,verb
152,abatement,əˈbeɪt.mənt,../audio/a/usad___012.mp3,noun
158,abating,əˈbeɪt,../audio/a/abate.mp3,verb
171,abattoir,ˈæb.ə.twɑːr,../audio/a/cald4us0003.mp3,noun
200,abbey,ˈæb.i,../audio/a/abbey.mp3,noun
205,abbess,ˈæb.es,../audio/a/usad___014.mp3,noun
213,abbot,ˈæb.ət,../audio/a/usad___015.mp3,noun
226,abbreviate,əˈbriː.vi.eɪt,../audio/a/eus70010.mp3,verb
227,abbreviated,əˈbriː.vi.eɪ.t̬ɪd,../audio/a/cus00021.mp3,adjective
230,abbreviating,əˈbriː.vi.eɪt,../audio/a/eus70010.mp3,verb
231,abbreviation,əˌbriː.viˈeɪ.ʃən,../audio/a/abbreviation.mp3,noun
238,abc,ˌeɪ.biːˈsiː,../audio/a/usad___016.mp3,noun
252,abdicate,ˈæb.də.keɪt,../audio/a/abdicate.mp3,verb
253,abdicated,ˈæb.də.keɪt,../audio/a/abdicate.mp3,verb
255,abdicating,ˈæb.də.keɪt,../audio/a/abdicate.mp3,verb
256,abdication,ˌæb.dəˈkeɪ.ʃən,../audio/a/abdication.mp3,noun
264,abdomen,ˈæb.də.mən,../audio/a/abdomen.mp3,noun
267,abdominal,æbˈdɑː.mə.nəl,../audio/a/abdominal.mp3,adjective
271,abdominally,ˌæbˈdɑː.mə.nəl.i,../audio/a/cdo0623usabdo0003.mp3,adverb
272,abdominals,æbˈdɑː.mə.nəlz,../audio/a/cus00022.mp3,noun
294,abduct,æbˈdʌkt,../audio/a/abduct.mp3,verb
295,abducted,æbˈdʌkt,../audio/a/abduct.mp3,verb
296,abducting,æbˈdʌkt,../audio/a/abduct.mp3,verb
297,abduction,æbˈdʌk.ʃən,../audio/a/abduction.mp3,noun
299,abductor,æbˈdʌk.tɚ,../audio/a/usad___018.mp3,noun
320,abeyance,əˈbeɪ.əns,../audio/a/usad___022.mp3,noun
329,abelia,əˈbiː.li.ə,../audio/a/cdo0623usabel0004.mp3,noun
345,aberdeen,æb.ɚˈdiːn,../audio/a/cdo0318usaber0014.mp3,noun
347,aberdonian,ˌæb.ɚˈdoʊ.ni.ən,../audio/a/cdo0318usaber0017.mp3,noun
355,aberrant,ˈæb.ə.rənt,../audio/a/usad___020.mp3,adjective
356,aberrantly,ˈæb.ə.rənt.li,../audio/a/cdo0623usaber0005.mp3,adverb
361,aberration,ˌæb.əˈreɪ.ʃən,../audio/a/aberration.mp3,noun
372,abet,əˈbet,../audio/a/abet.mp3,verb
373,abetment,əˈbet.mənt,../audio/a/cdo0318usabet0018.mp3,noun
382,abettor,əˈbet̬.ɚ,../audio/a/usad___021.mp3,noun
393,abhor,æbˈhɔːr,../audio/a/eus70011.mp3,verb
395,abhorrence,æbˈhɔːr.əns,../audio/a/abhorrence.mp3,noun
398,abhorrent,æbˈhɔːr.ənt,../audio/a/abhorrent.mp3,adjective
399,abhorrently,æbˈhɔːr.ənt.li,../audio/a/cdo0623usabho0006.mp3,adverb
413,abide,əˈbaɪd,../audio/a/abide.mp3,verb
414,abided,əˈbaɪd,../audio/a/abide.mp3,verb
419,abiding,əˈbaɪ.dɪŋ,../audio/a/abiding.mp3,adjective
420,abidingly,əˈbaɪ.dɪŋ.li,../audio/a/cdo1121usabid0006.mp3,adverb
449,ability,əˈbɪl.ə.t̬i,../audio/a/eus70013.mp3,noun
469,abiotic,ˌeɪ.baɪˈɑː.t̬ɪk,../audio/a/cdo0318usabio0019.mp3,adjective
484,abysmal,əˈbɪz.məl,../audio/a/abysmal.mp3,adjective
485,abysmally,əˈbɪz.məl.i,../audio/a/usabut_003.mp3,adverb
487,abyss,əˈbɪs,../audio/a/usabut_004.mp3,noun
489,abyssal,əˈbɪs.əl,../audio/a/eus00140.mp3,adjective
502,abject,ˈæb.dʒekt,../audio/a/abject.mp3,adjective
504,abjection,æbˈdʒek.ʃən,../audio/a/cdo0623usabje0007.mp3,noun
507,abjectly,ˈæb.dʒekt.li,../audio/a/abjectly.mp3,adverb
522,abjuration,ˌæb.dʒʊˈreɪ.ʃən,../audio/a/cdo0623usabju0008.mp3,noun
525,abjure,əbˈdʒʊr,../audio/a/eus70015.mp3,verb
526,abjured,əbˈdʒʊr,../audio/a/eus70015.mp3,verb
531,abjuring,əbˈdʒʊr,../audio/a/eus70015.mp3,verb
548,ablate,əˈbleɪt,../audio/a/cdo0318usabla0020.mp3,verb
552,ablation,ˌæbˈleɪ.ʃən,../audio/a/eus40007.mp3,noun
556,ablative,ˈæb.lə.t̬ɪv,../audio/a/cdo0318usabla0021.mp3,noun
562,ablaze,əˈbleɪz,../audio/a/ablaze.mp3,adjective
563,able,ˈeɪ.bəl,../audio/a/able.mp3,adjective
564,abled,ˈeɪ.bəld,../audio/a/cdo1121usable0008.mp3,adjective
585,ably,ˈeɪ.bli,../audio/a/ably.mp3,adverb
597,ablution,əˈbluː.ʃən,../audio/a/eus70017.mp3,noun
599,ablutions,"","",phrase
607,abnegate,ˈæb.nə.ɡeɪt,../audio/a/usad___026.mp3,verb
611,abnegation,ˌæb.nəˈɡeɪ.ʃən,../audio/a/usad___027.mp3,noun
620,abnormal,æbˈnɔːr.məl,../audio/a/abnormal.mp3,adjective
628,abnormality,ˌæb.nɔːrˈmæl.ə.t̬i,../audio/a/eus70019.mp3,noun
633,abnormally,æbˈnɔːr.məl.i,../audio/a/abnormally.mp3,adverb
640,abo,ˌeɪ.biːˈoʊ,../audio/a/usa31008.mp3,noun
641,aboard,əˈbɔːrd,../audio/a/aboard.mp3,adverb
646,abode,əˈboʊd,../audio/a/abode.mp3,noun
664,abolish,əˈbɑː.lɪʃ,../audio/a/abolish.mp3,verb
666,abolished,əˈbɑː.lɪʃ,../audio/a/abolish.mp3,verb
670,abolishing,əˈbɑː.lɪʃ,../audio/a/abolish.mp3,verb
673,abolition,ˌæb.əˈlɪʃ.ən,../audio/a/abolition.mp3,noun
679,abolitionist,ˌæb.əˈlɪʃ.ən.ɪst,../audio/a/abolitionist.mp3,noun
695,abominable,əˈbɑː.mə.nə.bəl,../audio/a/abominable.mp3,adjective
697,abominably,əˈbɑː.mə.nə.bli,../audio/a/abominably.mp3,adverb
698,abominate,əˈbɑː.mə.neɪt,../audio/a/usad___029.mp3,verb
699,abominated,əˈbɑː.mə.neɪt,../audio/a/usad___029.mp3,verb
702,abomination,əˌbɑː.məˈneɪ.ʃən,../audio/a/usad___030.mp3,noun
716,aboriginal,ˌæb.əˈrɪdʒ.ən.əl,../audio/a/aboriginal.mp3,noun
721,aborigine,ˌæb.əˈrɪdʒ.ən.i,../audio/a/aborigine.mp3,noun
726,abort,əˈbɔːrt,../audio/a/abort.mp3,verb
727,aborted,əˈbɔːrt,../audio/a/abort.mp3,verb
734,aborting,əˈbɔːrt,../audio/a/abort.mp3,verb
735,abortion,əˈbɔːr.ʃən,../audio/a/abortion.mp3,noun
737,abortionist,əˈbɔːr.ʃən.ɪst,../audio/a/usabort001.mp3,noun
740,abortive,əˈbɔːr.t̬ɪv,../audio/a/eus70021.mp3,adjective
741,abortively,əˈbɔːr.t̬ɪv.li,../audio/a/cdo0623usabor0009.mp3,adverb
755,abound,əˈbaʊnd,../audio/a/abound.mp3,verb
756,abounded,əˈbaʊnd,../audio/a/abound.mp3,verb
758,abounding,əˈbaʊnd,../audio/a/abound.mp3,verb
761,about,əˈbaʊt,../audio/a/about.mp3,preposition
763,above,əˈbʌv,../audio/a/above.mp3,adverb
764,aboveboard,əˈbʌvˌbɔːrd,../audio/a/aboveboard.mp3,adjective
776,abracadabra,ˌæb.rə.kəˈdæb.rə,../audio/a/usabort004.mp3,exclamation
782,abrade,əˈbreɪd,../audio/a/usabort005.mp3,verb
783,abraded,əˈbreɪd,../audio/a/usabort005.mp3,verb
787,abrading,əˈbreɪd,../audio/a/usabort005.mp3,verb
789,abrahamic,ˌeɪ.brəˈhæm.ɪk,../audio/a/cdo0319usabra0003.mp3,adjective
810,abrasion,əˈbreɪ.ʒən,../audio/a/abrasion.mp3,noun
812,abrasive,əˈbreɪ.sɪv,../audio/a/abrasive.mp3,adjective
813,abrasively,əˈbreɪ.sɪv.li,../audio/a/usabort006.mp3,adverb
814,abrasiveness,əˈbreɪ.sɪv.nəs,../audio/a/usabort007.mp3,noun
823,abreact,ˌæb.riˈækt,../audio/a/cdo0623usabre0010.mp3,verb
826,abreaction,ˌæb.riˈæk.ʃən,../audio/a/cdo0623usabre0011.mp3,noun
829,abreast,əˈbrest,../audio/a/abreast.mp3,adverb
844,abridge,əˈbrɪdʒ,../audio/a/abridge.mp3,verb
846,abridged,əˈbrɪdʒd,../audio/a/uscld00002.mp3,adjective
853,abridging,əˈbrɪdʒ,../audio/a/abridge.mp3,verb
854,abridgment,əˈbrɪdʒ.mənt,../audio/a/eus70022.mp3,noun
862,abroad,əˈbrɑːd,../audio/a/abroad.mp3,adverb
866,abrogate,ˈæb.rə.ɡeɪt,../audio/a/usabort008.mp3,verb
867,abrogated,ˈæb.rə.ɡeɪt,../audio/a/usabort008.mp3,verb
869,abrogating,ˈæb.rə.ɡeɪt,../audio/a/usabort008.mp3,verb
870,abrogation,ˌæb.rəˈɡeɪ.ʃən,../audio/a/eus70023.mp3,noun
884,abrupt,əˈbrʌpt,../audio/a/abrupt.mp3,adjective
889,abruption,əˈbrʌp.ʃən,../audio/a/cdo0623usabru0012.mp3,noun
891,abruptly,əˈbrʌpt.li,../audio/a/abruptly.mp3,adverb
892,abruptness,əˈbrʌpt.nəs,../audio/a/usabort010.mp3,noun
894,abs,æbz,../audio/a/uscld2s021.mp3,noun
900,abscess,ˈæb.ses,../audio/a/abscess.mp3,noun
914,abscissa,æbˈsɪs.ə,../audio/a/cdo0318usabsc0026.mp3,noun
919,abscission,æbˈsɪʃ.ən,../audio/a/cdo0318usabsc0027.mp3,noun 
922,abscond,æbˈskɑːnd,../audio/a/abscond.mp3,verb
923,absconded,æbˈskɑːnd,../audio/a/abscond.mp3,verb
926,absconder,æbˈskɑːn.dɚ,../audio/a/usabort012.mp3,noun
928,absconding,æbˈskɑːnd,../audio/a/abscond.mp3,verb
935,abseil,ˈæb.seɪl,../audio/a/cald4us0005.mp3,verb
936,abseiled,ˈæb.seɪl,../audio/a/cald4us0005.mp3,verb
937,abseiling,ˈæb.seɪ.lɪŋ,../audio/a/cdo0319usabse0004.mp3,noun
939,absence,ˈæb.səns,../audio/a/absence.mp3,noun
941,absent,ˈæb.sənt,../audio/a/eus70024.mp3,adjective
944,absentee,ˌæb.sənˈtiː,../audio/a/cdo1121usabse0009.mp3,noun
945,absenteeism,ˌæb.sənˈtiː.ɪ.zəm,../audio/a/usabort014.mp3,noun
952,absently,ˈæb.sənt.li,../audio/a/absently.mp3,adverb
963,absinthe,ˈæb.sæ̃θ,../audio/a/eus70025.mp3,noun
989,absolute,ˈæb.sə.luːt,../audio/a/absolute.mp3,adjective
990,absolutely,ˌæb.səˈluːt.li,../audio/a/absolutely.mp3,adverb
995,absolution,ˌæb.səˈluː.ʃən,../audio/a/usabort016.mp3,noun
997,absolutism,ˈæb.sə.luː.t̬ɪ.zəm,../audio/a/eus70026.mp3,noun
1009,absolve,əbˈzɑːlv,../audio/a/absolve.mp3,verb
1010,absolved,əbˈzɑːlv,../audio/a/absolve.mp3,verb
1015,absolving,əbˈzɑːlv,../audio/a/absolve.mp3,verb
1020,absorb,əbˈzɔːrb,../audio/a/eus70027.mp3,verb
1022,absorbable,əbˈzɔːr.bə.bəl,"",adjective
1026,absorbed,əbˈzɔːrbd,../audio/a/cald4us0007.mp3,adjective
1030,absorbency,əbˈzɔːr.bən.si,../audio/a/usabort018.mp3,noun
1032,absorbent,əbˈzɔːr.bənt,../audio/a/absorbent.mp3,adjective
1036,absorbing,əbˈzɔːr.bɪŋ,../audio/a/eus70028.mp3,adjective
1037,absorbingly,əbˈzɔːr.bɪŋ.li,../audio/a/cdo0623usabso0014.mp3,adverb
1045,absorption,əbˈzɔːrp.ʃən,../audio/a/absorption.mp3,noun
1048,absorptive,əbˈzɔːrp.tɪv,../audio/a/cdo1119usabso0002.mp3,adjective
1051,absorptivity,ˌæb.zɔːrpˈtɪv.ə.t̬i,../audio/a/cdo0623usabso0015.mp3,noun
1052,absquatulate,əbˈskwɑː.tʃʊ.leɪt,../audio/a/cdo0318usabsq0029.mp3,verb
1054,abstain,æbˈsteɪn,../audio/a/abstain.mp3,verb
1055,abstained,æbˈsteɪn,../audio/a/abstain.mp3,verb
1056,abstainer,æbˈsteɪ.nɚ,../audio/a/usabort020.mp3,noun
1058,abstaining,æbˈsteɪn,../audio/a/abstain.mp3,verb
1061,abstemious,æbˈstiː.mi.əs,../audio/a/usabort021.mp3,adjective
1062,abstemiously,æbˈstiː.mi.əs.li,../audio/a/usa31009.mp3,adverb
1064,abstention,æbˈsten.ʃən,../audio/a/usabort022.mp3,noun
1079,abstinence,ˈæb.stə.nəns,../audio/a/abstinence.mp3,noun
1081,abstinent,ˈæb.stə.nənt,../audio/a/usabort023.mp3,adjective
1086,abstract,ˈæb.strækt,../audio/a/abstract.mp3,adjective
1088,abstracted,æbˈstræk.tɪd,../audio/a/usabort024.mp3,adjective
1089,abstractedly,æbˈstræk.tɪd.li,../audio/a/usabort025.mp3,adverb
1095,abstraction,æbˈstræk.ʃən,../audio/a/usabort026.mp3,noun
1105,abstractly,ˈæb.strækt.li,../audio/a/cdo0318usabst0030.mp3,adverb
1117,abstruse,æbˈstruːs,../audio/a/usabort027.mp3,adjective
1118,abstrusely,æbˈstruːs.li,../audio/a/cdo0623usabst0016.mp3,adverb
1128,absurd,əbˈsɝːd,../audio/a/absurd.mp3,adjective
1133,absurdity,əbˈsɝː.də.t̬i,../audio/a/eus70031.mp3,noun
1135,absurdly,əbˈsɝːd.li,../audio/a/usabort028.mp3,adverb
1148,abubble,əˈbʌb.əl,../audio/a/cdo0623usabub0017.mp3,adjective
1160,abundance,əˈbʌn.dəns,../audio/a/abundance.mp3,noun
1163,abundant,əˈbʌn.dənt,../audio/a/abundant.mp3,adjective
1165,abundantly,əˈbʌn.dənt.li,../audio/a/abundantly.mp3,adverb
1175,abuse,əˈbjuːz,../audio/a/uszzzzc001.mp3,verb
1176,abused,əˈbjuːz,../audio/a/uszzzzc001.mp3,verb
1182,abuser,əˈbjuː.zɚ,../audio/a/abuser.mp3,noun
1186,abusing,əˈbjuːz,../audio/a/uszzzzc001.mp3,verb
1189,abusive,əˈbjuː.sɪv,../audio/a/abusive.mp3,adjective
1190,abusively,əˈbjuː.sɪv.li,../audio/a/cdo0623usabus0018.mp3,adverb
1192,abut,əˈbʌt,../audio/a/usabut_001.mp3,verb
1194,abutilon,əˈbjuː.t̬əlˌɑːn,../audio/a/cdo0623usabut0019.mp3,noun
1196,abutment,əˈbʌt.mənt,../audio/a/cdo0319usabut0007.mp3,noun
1205,abuzz,əˈbʌz,../audio/a/usabut_002.mp3,adjective
1212,ac,ˌeɪˈsiː,../audio/a/usabut_005.mp3,noun
1216,acacia,əˈkeɪ.ʃə,../audio/a/eus70035.mp3,noun
1223,academe,ˈæk.ə.diːm,../audio/a/usabut_007.mp3,noun
1225,academy,əˈkæd.ə.mi,../audio/a/academy.mp3,noun
1226,academia,ˌæk.əˈdiː.mi.ə,../audio/a/usabut_008.mp3,noun
1230,academic,ˌæk.əˈdem.ɪk,../audio/a/academic.mp3,adjective
1232,academically,ˌæk.əˈdem.ɪ.kəl.i,../audio/a/usabut_009.mp3,adverb
1234,academician,əˌkæd.əˈmɪʃ.ən,../audio/a/usabut_010.mp3,noun
1238,academics,ˌæk·əˈdem·ɪks,../audio/a/academics.mp3,phrase
1338,acanthus,əˈkæn.θəs,../audio/a/cdo0623usacan0020.mp3,noun
1418,acca,"",../audio/a/usbp0010.mp3,noun
1433,accelerant,ekˈsel.ɚ.ənt,../audio/a/cdo0318usacce0031.mp3,noun
1434,accelerate,ekˈsel.ɚ.eɪt,../audio/a/accelerate.mp3,verb
1435,accelerated,"",../audio/a/cbedus00046.mp3,adjective
1438,accelerating,əkˈsel.ɚ.eɪ.t̬ɪŋ,"",adjective
1440,acceleration,ekˌsel.əˈreɪ.ʃən,../audio/a/acceleration.mp3,noun
1442,accelerative,ekˈsel.ɚˌeɪ.t̬ɪv,../audio/a/cdo0623usacce0021.mp3,adjective
1443,accelerator,ekˈsel.ɚ.eɪ.t̬ɚ,../audio/a/eus70037.mp3,noun
1447,accelerometer,əkˌsel.əˈrɑː.mə.t̬ɚ,../audio/a/cdo0318usacce0032.mp3,noun
1455,accent,ˈæk.sənt,../audio/a/accent.mp3,noun
1456,accented,ˈæk.sen.t̬ɪd,../audio/a/usabut_013.mp3,adjective
1457,accenting,ˈæk.sent,../audio/a/accent.mp3,verb
1463,accentual,əkˈsen.tʃu.əl,../audio/a/cdo0623usacce0022.mp3,adjective
1466,accentuate,əkˈsen.tʃu.eɪt,../audio/a/accentuate.mp3,verb
1467,accentuated,əkˈsen.tʃu.eɪt,../audio/a/accentuate.mp3,verb
1469,accentuating,əkˈsen.tʃu.eɪt,../audio/a/accentuate.mp3,verb
1470,accentuation,əkˌsen.tʃuˈeɪ.ʃən,../audio/a/usabut_015.mp3,noun
1473,accept,əkˈsept,../audio/a/accept.mp3,verb
1474,acceptability,əkˌsep.təˈbɪl.ə.t̬i,../audio/a/eus70039.mp3,noun
1475,acceptable,əkˈsept.ə.bəl,../audio/a/acceptable.mp3,adjective
1477,acceptably,əkˈsept.ə.bli,../audio/a/cdo0623usacce0023.mp3,adverb
1478,acceptance,əkˈsep.təns,../audio/a/acceptance.mp3,noun
1483,acceptation,ˌæk.sepˈteɪ.ʃən,../audio/a/cdo0623usacce0024.mp3,noun
1485,accepted,əkˈsep.t̬ɪd,../audio/a/usabut_018.mp3,adjective
1495,accepting,əkˈsep.tɪŋ,../audio/a/cdo1121usacce0025.mp3,adjective
1500,acceptor,əkˈsep.tɚ,../audio/a/acceptor.mp3,noun
1507,access,ˈæk.ses,../audio/a/access.mp3,noun
1515,accessed,ˈæk.ses,../audio/a/access.mp3,verb
1517,accessibility,əkˌses.əˈbɪl.ə.t̬i,../audio/a/eus70040.mp3,noun
1518,accessible,əkˈses.ə.bəl,../audio/a/accessible.mp3,adjective
1520,accessibly,əkˈses.ə.bli,../audio/a/cdo0623usacce0025.mp3,adverb
1521,accessing,ˈæk.ses,../audio/a/access.mp3,verb
1522,accession,əkˈseʃ.ən,../audio/a/eus70041.mp3,noun
1533,accessory,əkˈses.ər.i,../audio/a/accessory.mp3,noun
1539,accessorius,ˌæk.seˈsɔːr.i.əs,../audio/a/cespus000002.mp3,noun
1541,accessorize,əkˈses.ɚ.aɪz,../audio/a/eus70042.mp3,verb
1542,accessorized,əkˈses.ɚ.aɪz,../audio/a/eus70042.mp3,verb
1543,accessorizing,əkˈses.ɚ.aɪz,../audio/a/eus70042.mp3,verb
1551,accident,ˈæk.sə.dənt,../audio/a/accident.mp3,noun
1552,accidental,ˌæk.səˈden.t̬əl,../audio/a/eus70043.mp3,adjective
1556,accidentally,ˌæk.səˈden.t̬əl.i,../audio/a/accidentally.mp3,adverb
1583,acclaim,əˈkleɪm,../audio/a/acclaim.mp3,noun
1585,acclaimed,əˈkleɪmd,../audio/a/uscld00005.mp3,adjective
1588,acclaiming,əˈkleɪm,../audio/a/acclaim.mp3,verb
1590,acclamation,ˌæk.ləˈmeɪ.ʃən,../audio/a/acclamation.mp3,noun
1596,acclimate,ˈæk.lə.meɪt,../audio/a/acclimate.mp3,verb
1601,acclimation,ˌæk.ləˈmeɪ.ʃən,../audio/a/water.mp3,noun
1609,acclimatization,əˌklaɪ.mə.t̬əˈzeɪ.ʃən,../audio/a/eus70044.mp3,noun
1610,acclimatize,əˈklaɪ.mə.t̬aɪz,../audio/a/usabut_023.mp3,verb
1611,acclimatized,əˈklaɪ.mə.t̬aɪz,../audio/a/usabut_023.mp3,verb
1614,acclimatizing,əˈklaɪ.mə.t̬aɪz,../audio/a/usabut_023.mp3,verb
1618,acclivity,əˈklɪv.ə.t̬i,../audio/a/cdo0318usaccl0034.mp3,noun
1628,accolade,ˈæk.ə.leɪd,../audio/a/usabut_024.mp3,noun
1640,accommodate,əˈkɑː.mə.deɪt,../audio/a/eus70045.mp3,verb
1641,accommodated,əˈkɑː.mə.deɪt,../audio/a/eus70045.mp3,verb
1645,accommodating,əˈkɑː.mə.deɪ.t̬ɪŋ,../audio/a/eus70046.mp3,adjective
1646,accommodatingly,əˈkɑː.mə.deɪ.t̬ɪŋ.li,../audio/a/cdo0623usacco0026.mp3,adverb
1648,accommodation,əˌkɑː.məˈdeɪ.ʃən,../audio/a/cald4us0013.mp3,noun
1651,accommodations,əˌkɑm·əˈdeɪ·ʃənz,../audio/a/accommodations.mp3,plural noun
1652,accommodative,əˈkɑː.mə.deɪ.t̬ɪv,../audio/a/cdo0123usacco0003.mp3,adjective
1659,accompany,əˈkʌm.pə.ni,../audio/a/accompany.mp3,verb
1660,accompanied,əˈkʌm.pə.ni,../audio/a/accompany.mp3,verb
1663,accompanying,əˈkʌm.pə.ni.ɪŋ,../audio/a/cus00024.mp3,adjective
1665,accompaniment,əˈkʌm.pən.ɪ.mənt,../audio/a/accompaniment.mp3,noun
1668,accompanist,əˈkʌm.pə.nɪst,../audio/a/eus70048.mp3,noun
1673,accomplice,əˈkɑːm.plɪs,../audio/a/accomplice.mp3,noun
1678,accomplish,əˈkɑːm.plɪʃ,../audio/a/accomplish.mp3,verb
1679,accomplishable,əˈkɑːm.plɪʃ.ə.bəl,../audio/a/cdo0123usacco0004.mp3,adjective
1680,accomplished,əˈkɑːm.plɪʃt,../audio/a/accomplished.mp3,adjective
1684,accomplishing,əˈkɑːm.plɪʃ,../audio/a/accomplish.mp3,verb
1685,accomplishment,əˈkɑːm.plɪʃ.mənt,../audio/a/eus70049.mp3,noun
1689,accord,əˈkɔːrd,../audio/a/accord.mp3,noun
1691,accordance,əˈkɔːr.dəns,../audio/a/accordance.mp3,noun
1699,accorded,əˈkɔːrd,../audio/a/accord.mp3,verb
1702,according,əˈkɔːrd,../audio/a/accord.mp3,verb
1703,accordingly,əˈkɔːr.dɪŋ.li,../audio/a/accordingly.mp3,adverb
1704,accordion,əˈkɔːr.di.ən,../audio/a/accordion.mp3,noun
1711,accost,əˈkɑːst,../audio/a/accost.mp3,verb
1713,accosted,əˈkɑːst,../audio/a/accost.mp3,verb
1714,accosting,əˈkɑːst,../audio/a/accost.mp3,verb
1724,account,əˈkaʊnt,../audio/a/account.mp3,noun
1725,accountability,əˌkaʊn.t̬əˈbɪl.ə.t̬i,../audio/a/eus70050.mp3,noun
1726,accountable,əˈkaʊn.t̬ə.bəl,../audio/a/eus70051.mp3,adjective
1728,accountably,əˈkaʊn.t̬ə.bli,../audio/a/cdo0623usacco0027.mp3,adverb
1729,accountancy,əˈkaʊn.t̬ən.si,../audio/a/eus70052.mp3,noun
1730,accountant,əˈkaʊn.t̬ənt,../audio/a/accountant.mp3,noun
1733,accounted,əˈkaʊnt,../audio/a/account.mp3,verb
1736,accounting,əˈkaʊn.t̬ɪŋ,../audio/a/cus00025.mp3,noun
1739,accounts,əˈkaʊnts,../audio/a/usabut_028.mp3,noun
1753,accoutrements,əˈkuː.t̬ɚ.mənts,../audio/a/usabut_029.mp3,noun
1756,accra,əˈkrɑː,../audio/a/cdo1121usaccr0026.mp3,noun
1758,accredit,əˈkred.ɪt,../audio/a/usabut_030.mp3,verb
1761,accreditation,əˌkred.əˈteɪ.ʃən,../audio/a/accreditation.mp3,noun
1763,accredited,əˈkred.ɪ.t̬ɪd,../audio/a/accredited.mp3,adjective
1765,accrediting,əˈkred.ɪt,../audio/a/usabut_030.mp3,verb
1776,accrete,əˈkriːt,../audio/a/cdo0319usaccr0008.mp3,verb
1780,accretion,əˈkriː.ʃən,../audio/a/usaccre001.mp3,noun
1783,accretive,"",../audio/a/eus00185.mp3,adjective
1791,accrual,əˈkruː.əl,../audio/a/ca2us002.mp3,noun
1793,accrue,əˈkruː,../audio/a/accrue.mp3,verb
1794,accrued,əˈkruː,../audio/a/accrue.mp3,verb
1798,accruing,əˈkruː,../audio/a/accrue.mp3,verb
1799,acct,"",../audio/a/cbedus00097.mp3,noun
1807,acculturate,əˈkʌl.tʃə.reɪt,../audio/a/eus00188.mp3,verb
1811,acculturation,əˌkʌl.tʃəˈreɪ.ʃən,../audio/a/eus00189.mp3,noun
1824,accumulate,əˈkjuː.mjə.leɪt,../audio/a/accumulate.mp3,verb
1825,accumulated,əˈkjuː.mjə.leɪt,../audio/a/accumulate.mp3,verb
1827,accumulating,əˈkjuː.mjə.leɪt,../audio/a/accumulate.mp3,verb
1828,accumulation,əˌkjuː.mjəˈleɪ.ʃən,../audio/a/accumulation.mp3,noun
1831,accumulative,əˈkjuː.mjə.lə.t̬ɪv,../audio/a/cdo0318usaccu0035.mp3,adjective
1832,accumulatively,əˈkjuː.mjə.lə.t̬ɪv.li,../audio/a/cdo0623usaccu0028.mp3,adverb
1834,accumulator,əˈkjuː.mjə.leɪ.t̬ɚ,../audio/a/cald4us0014.mp3,noun
1838,accuracy,ˈæk.jɚ.ə.si,../audio/a/accuracy.mp3,noun
1840,accurate,ˈæk.jɚ.ət,../audio/a/accurate.mp3,adjective
1841,accurately,ˈæk.jɚ.ət.li,../audio/a/accurately.mp3,adverb
1845,accursed,əˈkɝːst,../audio/a/eus70053.mp3,adjective
1858,accusation,ˌæk.jəˈzeɪ.ʃən,../audio/a/accusation.mp3,noun
1861,accusative,əˈkjuː.zə.t̬ɪv,../audio/a/eus70054.mp3,noun
1866,accusatory,əˈkjuː.zə.tɔːr.i,../audio/a/usaccre005.mp3,adjective
1871,accuse,əˈkjuːz,../audio/a/accuse.mp3,verb
1872,accused,əˈkjuːzd,../audio/a/usa35278.mp3,noun
1873,accuser,əˈkjuː.zɚ,../audio/a/usaccre006.mp3,noun
1876,accusing,əˈkjuː.zɪŋ,../audio/a/usaccre007.mp3,adjective
1877,accusingly,əˈkjuː.zɪŋ.li,../audio/a/usaccre008.mp3,adverb
1890,ace,eɪs,../audio/a/ace.mp3,noun
