id,name,us_sound,us_link,type
86727,cannon,ˈkæn.ən,../audio/c/cannon.mp3,noun
86728,cannonade,ˌkæn.əˈneɪd,../audio/c/uscanad024.mp3,noun
86733,cannonball,ˈkæn.ən.bɔːl,../audio/c/usa32026.mp3,noun
86737,cannoned,ˈkæn.ən,../audio/c/cannon.mp3,verb
86742,cannoning,ˈkæn.ən,../audio/c/cannon.mp3,verb
86749,cannot,ˈkæn.ɑːt,../audio/c/eus70680.mp3,modal verb
86751,cannula,ˈkæn.jə.lə,../audio/c/cdo0318uscann0751.mp3,noun
86759,canoe,kəˈnuː,../audio/c/canoe.mp3,noun
86761,canoeing,kəˈnuː.ɪŋ,../audio/c/uscanad027.mp3,noun
86763,canoeist,kəˈnuː.ɪst,../audio/c/uscanad028.mp3,noun
86770,canon,ˈkæn.ən,../audio/c/cannon.mp3,noun
86776,canonical,kəˈnɑː.nɪ.kəl,../audio/c/uscanad029.mp3,adjective
86800,canonization,ˌkæn.ə.nəˈzeɪ.ʃən,../audio/c/cdo0623uscano0398.mp3,noun
86802,canonize,ˈkæn.ə.naɪz,../audio/c/uscanad030.mp3,verb
86803,canonized,ˈkæn.ə.naɪz,../audio/c/uscanad030.mp3,verb
86806,canonizing,ˈkæn.ə.naɪz,../audio/c/uscanad030.mp3,verb
86812,canoodle,kəˈnuː.dəl,../audio/c/uscanoo001.mp3,verb
86813,canoodled,kəˈnuː.dəl,../audio/c/uscanoo001.mp3,verb
86816,canoodling,kəˈnuː.dəl,../audio/c/uscanoo001.mp3,verb
86817,canopy,ˈkæn.ə.pi,../audio/c/canopy.mp3,noun
86833,cans,"","",phrase
86839,cant,kænt,../audio/c/uscanoo003.mp3,noun
86840,cantab,"","",noun
86845,cantabrigian,ˌkæn.təˈbrɪdʒ.i.ən,../audio/c/eus04904.mp3,adjective
86854,cantaloupe,ˈkæn.t̬ə.loʊp,../audio/c/eus70681.mp3,noun
86857,cantankerous,ˌkænˈtæŋ.kɚ.əs,../audio/c/eus70682.mp3,adjective
86864,cantata,kənˈtɑː.t̬ə,../audio/c/eus70683.mp3,noun
86878,canteen,kænˈtiːn,../audio/c/canteen.mp3,noun
86882,canter,ˈkæn.t̬ɚ,../audio/c/eus70685.mp3,verb
86887,cantered,ˈkæn.t̬ɚ,../audio/c/eus70685.mp3,verb
86890,cantering,ˈkæn.t̬ɚ,../audio/c/eus70685.mp3,verb
86934,cantilever,ˈkæn.t̬ə.liː.vɚ,../audio/c/eus70686.mp3,noun
86958,canto,ˈkæn.toʊ,../audio/c/cdo0318uscant0754.mp3,noun
86959,canton,ˈkæn.tɑːn,../audio/c/uscanoo006.mp3,noun
86964,cantonese,kæn.təˈniːz,../audio/c/uscanoo007.mp3,noun
86967,cantonment,kænˈtɑːn.mənt,../audio/c/cdo0318uscant0755.mp3,noun
86971,cantor,ˈkæn.tɔːr,../audio/c/cus00324.mp3,noun
86994,canuck,kəˈnʌk,../audio/c/eus04919.mp3,noun
87004,canvas,ˈkæn.vəs,../audio/c/canvas.mp3,noun
87015,canvass,ˈkæn.vəs,../audio/c/canvas.mp3,verb
87016,canvassed,ˈkæn.vəs,../audio/c/canvas.mp3,verb
87017,canvasser,ˈkæn.və.sɚ,../audio/c/uscanoo008.mp3,noun
87021,canvassing,ˈkæn.vəs,../audio/c/canvas.mp3,verb
87041,cap,kæp,../audio/c/cap.mp3,noun
87043,capability,ˌkeɪ.pəˈbɪl.ə.t̬i,../audio/c/eus70691.mp3,noun
87045,capable,ˈkeɪ.pə.bəl,../audio/c/capable.mp3,adjective
87049,capably,ˈkeɪ.pə.bli,../audio/c/uscanoo010.mp3,adverb
87051,capacious,kəˈpeɪ.ʃəs,../audio/c/uscanoo011.mp3,adjective
87054,capacitance,kəˈpæs.ə.t̬əns,../audio/c/cdo0318uscapa0756.mp3,noun
87065,capacity,kəˈpæs.ə.t̬i,../audio/c/eus70693.mp3,noun
87069,capacitor,kəˈpæs.ə.t̬ɚ,../audio/c/eus70692.mp3,noun
87081,cape,keɪp,../audio/c/cape.mp3,noun
87085,caped,keɪpt,../audio/c/uscanoo013.mp3,adjective
87099,caper,ˈkeɪ.pɚ,../audio/c/caper.mp3,verb
87107,capered,ˈkeɪ.pɚ,../audio/c/caper.mp3,verb
87110,capering,ˈkeɪ.pɚ,../audio/c/caper.mp3,verb
87150,capybara,ˌkæp.ɪˈbɑːr.ə,../audio/c/cdo0319uscapy0290.mp3,noun
87158,capillary,ˈkæp.ə.ler.i,../audio/c/capillary.mp3,noun
87164,capillarity,ˌkæp·əˈleər·ət̬·i,../audio/c/capillarity.mp3,noun
87181,capital,ˈkæp.ə.t̬əl,../audio/c/capital.mp3,noun
87190,capitalism,ˈkæp.ə.t̬əl.ɪ.zəm,../audio/c/capitalism.mp3,noun
87191,capitalist,ˈkæp.ə.t̬əl.ɪst,../audio/c/capitalist.mp3,noun
87196,capitalization,ˌkæp.ə.t̬əl.əˈzeɪ.ʃən,../audio/c/capitalization.mp3,noun
87198,capitalize,ˈkæp.ə.t̬əl.aɪz,../audio/c/capitalize.mp3,verb
87199,capitalized,"",../audio/c/cbedus01187.mp3,adjective
87203,capitalizing,ˈkæp.ə.t̬əl.aɪz,../audio/c/capitalize.mp3,verb
87212,capitate,ˈkæp.əˌteɪt,../audio/c/cespus000162.mp3,adjective
87215,capitation,ˌkæp.əˈteɪ.ʃən,../audio/c/uscanoo015.mp3,noun
87228,capitol,ˈkæp.ə.t̬əl,../audio/c/cus00325.mp3,noun
87244,capitulate,kəˈpɪtʃ.ə.leɪt,../audio/c/eus70696.mp3,verb
87245,capitulated,kəˈpɪtʃ.ə.leɪt,../audio/c/eus70696.mp3,verb
87247,capitulating,kəˈpɪtʃ.ə.leɪt,../audio/c/eus70696.mp3,verb
87248,capitulation,kəˌpɪtʃ.əˈleɪ.ʃən,../audio/c/eus70697.mp3,noun
87253,capitulum,kəˈpɪtʃ.ə.ləm,../audio/c/cespus000164.mp3,noun
87259,caplet,ˈkæp.lət,../audio/c/cdo0319uscapl0288.mp3,noun
87279,capon,ˈkeɪ.pɑːn,../audio/c/eus04946.mp3,noun
87280,caponata,ˌkæp.əˈnɑː.t̬ə,../audio/c/cdo0123uscapo0398.mp3,noun
87319,capped, -kæpt,../audio/c/usa31086.mp3,suffix
87322,cappelletti,ˌkæp.əˈlet̬.i,../audio/c/cdo0123uscapp0399.mp3,noun
87332,cappuccino,ˌkæp.əˈtʃiː.noʊ,../audio/c/cappuccino.mp3,noun
87354,caprice,kəˈpriːs,../audio/c/uscanoo018.mp3,noun
87356,capricious,kəˈprɪʃ.əs,../audio/c/capricious.mp3,adjective
87357,capriciously,kəˈprɪʃ.əs.li,../audio/c/uscanoo019.mp3,adverb
87358,capriciousness,kəˈprɪʃ.əs.nəs,../audio/c/uscanoo020.mp3,noun
87359,capricorn,ˈkæp.rə.kɔːrn,../audio/c/capricorn.mp3,noun
87362,capricornus,ˌkæp.rəˈkɔːr.nəs,../audio/c/cdo0318uscapr0762.mp3,noun
87412,caps,"","",phrase
87414,capsaicin,kæpˈseɪ.ɪ.sɪn,../audio/c/cdo0318uscaps0764.mp3,noun
87421,capsicum,ˈkæp.sɪ.kəm,../audio/c/uscanoo021.mp3,noun
87429,capsize,kæpˈsaɪz,../audio/c/capsize.mp3,verb
87430,capsized,kæpˈsaɪz,../audio/c/capsize.mp3,verb
87432,capsizing,kæpˈsaɪz,../audio/c/capsize.mp3,verb
87436,capstan,ˈkæp.stən,../audio/c/uscanoo022.mp3,noun
87438,capstone,ˈkæp.stoʊn,../audio/c/cdo0318uscaps0765.mp3,noun
87440,capsula,ˈkæp.sə.lə,../audio/c/cespus000165.mp3,noun
87442,capsular,ˈkæp.sə.lɚ,../audio/c/cdo0318uscaps0766.mp3,adjective
87446,capsule,ˈkæp.səl,../audio/c/capsule.mp3,noun
87469,captain,ˈkæp.tən,../audio/c/captain.mp3,noun
87470,captaincy,ˈkæp.tən.si,../audio/c/uscanoo023.mp3,noun
87472,captained,ˈkæp.tən,../audio/c/captain.mp3,verb
87474,captaining,ˈkæp.tən,../audio/c/captain.mp3,verb
87487,caption,ˈkæp.ʃən,../audio/c/caption.mp3,noun
87492,captious,ˈkæp.ʃəs,../audio/c/eus75503.mp3,adjective
87496,captivate,ˈkæp.tə.veɪt,../audio/c/captivate.mp3,verb
87497,captivated,ˈkæp.tə.veɪt,../audio/c/captivate.mp3,verb
87500,captivating,ˈkæp.tə.veɪ.t̬ɪŋ,../audio/c/uscld2s028.mp3,adjective
87507,captive,ˈkæp.tɪv,../audio/c/captive.mp3,noun
87511,captivity,kæpˈtɪv.ə.t̬i,../audio/c/eus70699.mp3,noun
87513,captor,ˈkæp.tɚ,../audio/c/uscanoo025.mp3,noun
87517,capture,ˈkæp.tʃɚ,../audio/c/capture.mp3,verb
87518,captured,ˈkæp.tʃɚ,../audio/c/capture.mp3,verb
87522,capturing,ˈkæp.tʃɚ,../audio/c/capture.mp3,verb
87533,caput,ˈkeɪ.pət,../audio/c/cespus000166.mp3,noun
87543,car,kɑːr,../audio/c/car.mp3,noun
87557,carabiner,ˌker.əˈbiː.nɚ,../audio/c/cdo0318uscara0769.mp3,noun
87573,caracas,kəˈrɑː.kəs,../audio/c/cdo1121uscara0783.mp3,noun
87598,carafe,kəˈræf,../audio/c/carafe.mp3,noun
87603,carageen,ˈker.ə.ɡiːn,../audio/c/cdo0318uscara0770.mp3,noun
87618,carambola,ˌker.əmˈboʊ.lə,../audio/c/eus04977.mp3,noun
87622,caramel,ˈkɑːr.məl,../audio/c/caramel.mp3,noun
87631,caramelize,ˈkɑːr.məl.aɪz,../audio/c/uscanoo026.mp3,verb
87632,caramelized,ˈkɑːr.məl.aɪz,../audio/c/uscanoo026.mp3,verb
87634,caramelizing,ˈkɑːr.məl.aɪz,../audio/c/uscanoo026.mp3,verb
87671,carat,ˈker.ət,../audio/c/carat.mp3,noun
87679,caravan,ˈker.ə.væn,../audio/c/caravan.mp3,noun
87687,caravanning,ˈker.ə.væn.ɪŋ,../audio/c/cald4us0333.mp3,noun
87696,caraway,ˈker.ə.weɪ,../audio/c/uscanoo030.mp3,noun
87732,carbide,ˈkɑːr.baɪd,../audio/c/cdo0318uscarb0771.mp3,noun
87738,carbine,ˈkɑːr.biːn,../audio/c/uscarbi001.mp3,noun
87754,carbohydrase,ˌkɑːr.boʊˈhaɪ.dreɪz,../audio/c/usa31088.mp3,noun
87755,carbohydrate,ˌkɑːr.boʊˈhaɪ.dreɪt,../audio/c/eus70700.mp3,noun
87761,carboy,"",../audio/c/eus04996.mp3,noun
87787,carbon,ˈkɑːr.bən,../audio/c/carbon.mp3,noun
87800,carbonate,ˈkɑːr.bən.eɪt,../audio/c/eus04989.mp3,noun
87801,carbonated,ˈkɑːr.bən.eɪ.t̬ɪd,../audio/c/carbonated.mp3,adjective
87814,carbonic,kɑːrˈbɑː.nɪk,../audio/c/usb00285.mp3,adjective
87816,carboniferous,ˌkɑːr.bəˈnɪf.ɚ.əs,../audio/c/uscarbi003.mp3,adjective
87840,carbonization,ˌkɑːr.bə.nəˈzeɪ.ʃən,../audio/c/cdo1121uscarb0786.mp3,noun
87841,carbonize,ˈkɑːr.bən.aɪz,../audio/c/uscarbi004.mp3,verb
87842,carbonized,ˈkɑːr.bən.aɪz,../audio/c/uscarbi004.mp3,verb
87846,carbonizing,ˈkɑːr.bən.aɪz,../audio/c/uscarbi004.mp3,verb
87857,carborundum,ˌkɑːr.bɚˈʌn.dəm,../audio/c/cdo0318uscarb0773.mp3,noun
87876,carbuncle,ˈkɑːr.bʌŋ.kəl,../audio/c/uscarbi005.mp3,noun
87887,carburation,ˌkɑːr.bəˈreɪ.ʃən,../audio/c/cdo0123uscarb0405.mp3,noun
87896,carburetion,ˌkɑːr.bəˈreɪ.ʃən,../audio/c/cdo0123uscarb0405.mp3,noun
87897,carburetor,ˌkɑːr.bəˈret̬.ɚ,../audio/c/carburetor.mp3,noun
87903,carburettor,ˌkɑːr.bəˈret̬.ɚ,../audio/c/carburetor.mp3,noun
87928,carcass,ˈkɑːr.kəs,../audio/c/carcass.mp3,noun
87952,carcinogen,kɑːrˈsɪn.ə.dʒən,../audio/c/carcinogen.mp3,noun
87955,carcinogenic,ˌkɑːr.sən.oʊˈdʒen.ɪk,../audio/c/eus70701.mp3,adjective
87958,carcinoid,ˈkɑːr.səˌnɔɪd,../audio/c/cespus000168.mp3,noun
87964,carcinoma,kɑːr.səˈnoʊ.mə,../audio/c/carcinoma.mp3,noun
87981,card,kɑːrd,../audio/c/card.mp3,noun
87984,cardamom,ˈkɑːr.də.məm,../audio/c/cdo0318uscard0774.mp3,noun
87992,cardboard,ˈkɑːrd.bɔːrd,../audio/c/cardboard.mp3,noun
87997,carded,kɑːrd,../audio/c/card.mp3,verb
88001,cardholder,ˈkɑːrdˌhoʊl.dɚ,../audio/c/uscarbi007.mp3,noun
88005,cardiac,ˈkɑːr.di.æk,../audio/c/cdo1121uscard0792.mp3,adjective
88042,cardigan,ˈkɑːr.dɪ.ɡən,../audio/c/cardigan.mp3,noun
88046,cardinal,ˈkɑːr.dɪ.nəl,../audio/c/cardinal.mp3,noun
88056,cardinality,ˈkɑːr.dɪnˈæl.ə.t̬i,../audio/c/cdo0318uscard0778.mp3,noun
88060,cardinally,ˈkɑːr.dɪ.nəl.i,../audio/c/cdo0623uscard0401.mp3,adverb
88064,carding,ˈkɑːr.dɪŋ,../audio/c/csds0126.mp3,noun
88083,cardiogram,ˈkɑːr.di.ə.ɡræm,../audio/c/cardiogram.mp3,noun
88085,cardiograph,ˈkɑːr.di.ə.ɡræf,../audio/c/uscarbi009.mp3,noun
88087,cardiography,ˌkɑːr.diˈɑː.ɡrə.fi,../audio/c/uscarbi010.mp3,noun
88097,cardiology,ˌkɑːr.diˈɑː.lə.dʒi,../audio/c/cardiology.mp3,noun
88099,cardiological,ˌkɑːr.di.əˈlɑː.dʒɪ.kəl,../audio/c/cdo1121uscard0793.mp3,adjective
88101,cardiologist,ˌkɑːr.diˈɑː.lə.dʒɪst,../audio/c/cardiologist.mp3,noun
88112,cardiomyopathy,ˌkɑːr.di.oʊ.maɪˈɑːp.ə.θi,../audio/c/cespus000172.mp3,noun
88134,cardiopulmonary,ˌkɑːr.di.oʊˈpʊl.mə.ner.i,../audio/c/eus05014.mp3,adjective
88137,cardiorespiratory,ˌkɑːr.di.oʊˈres.pɚ.ə.tɔːr.i,../audio/c/cald4us0340.mp3,adjective
88156,cardiovascular,ˌkɑːr.di.oʊˈvæs.kjə.lɚ,../audio/c/uscarbi011.mp3,adjective
88175,cardoon,kɑːrˈduːn,../audio/c/cdo0123uscard0406.mp3,noun
88182,cards,kɑrdz,../audio/c/cards.mp3,phrase
88194,care,ker,../audio/c/care.mp3,noun
88196,cared,ker,../audio/c/care.mp3,verb
88197,careen,kəˈriːn,../audio/c/careen.mp3,verb
88199,careened,kəˈriːn,../audio/c/careen.mp3,verb
88202,careening,kəˈriːn,../audio/c/careen.mp3,verb
88204,career,kəˈrɪr,../audio/c/career.mp3,noun
88205,careered,kəˈrɪr,../audio/c/career.mp3,verb
88208,careering,kəˈrɪr,../audio/c/career.mp3,verb
88211,careerist,kəˈrɪr.ɪst,../audio/c/uscarbi015.mp3,noun
88213,careers,kəˈrɪrz,../audio/c/cbedus01243.mp3,adjective
88215,carefree,ˈker.friː,../audio/c/carefree.mp3,adjective
88217,careful,ˈker.fəl,../audio/c/careful.mp3,adjective
88221,carefully,ˈker.fəl.i,../audio/c/carefully.mp3,adverb
88222,carefulness,ˈker.fəl.nəs,../audio/c/cdo0319uscare0293.mp3,noun
88225,careless,ˈker.ləs,../audio/c/careless.mp3,adjective
88226,carelessly,ˈker.ləs.li,../audio/c/carelessly.mp3,adverb
88227,carelessness,ˈker.ləs.nəs,../audio/c/carelessness.mp3,noun
88230,carer,ˈker.ɚ,../audio/c/cald4us0343.mp3,noun
88233,caress,kəˈres,../audio/c/caress.mp3,verb
88236,caressed,kəˈres,../audio/c/caress.mp3,verb
88240,caressing,kəˈres.ɪŋ,../audio/c/cdo0623uscare0403.mp3,adjective
88241,caressingly,kəˈres.ɪŋ.li,../audio/c/cdo0623uscare0404.mp3,adverb
88245,caret,ˈker.ət,../audio/c/eus05017.mp3,noun
88248,caretaker,ˈkerˌteɪ.kɚ,../audio/c/caretaker.mp3,noun
88251,caretaking,ˈkerˌteɪ.kɪŋ,../audio/c/cus00331.mp3,noun
88256,careworn,ˈker.wɔːrn,../audio/c/uscarbi018.mp3,adjective
88259,carfare,ˈkɑːr.fer,../audio/c/carfare.mp3,noun
88273,cargo,ˈkɑːr.ɡoʊ,../audio/c/cargo.mp3,noun
88278,carhop,ˈkɑːr.hɑːp,../audio/c/uscarbi021.mp3,noun
88298,caribbean,ˌker.ɪˈbiː.ən,../audio/c/eus70702.mp3,adjective
88307,caribou,ˈker.ɪ.buː,../audio/c/caribou.mp3,noun
88315,caricature,ˈker.ə.kə.tʃʊr,../audio/c/caricature.mp3,noun
88316,caricatured,ˈker.ə.kə.tʃʊr,../audio/c/caricature.mp3,verb
88318,caricaturing,ˈker.ə.kə.tʃʊr,../audio/c/caricature.mp3,verb
88319,caricaturist,ˌker.ə.kəˈtʃʊr.ɪst,../audio/c/uscarbi023.mp3,noun
88337,caries,ˈker.iːz,../audio/c/uscarbi024.mp3,noun
88342,carillon,ˈkær.ə.lɑːn,../audio/c/eus70703.mp3,noun
88358,caring,ˈker.ɪŋ,../audio/c/uscarbi026.mp3,adjective
88365,carioca,ˌker.iˈoʊ.kə,../audio/c/cdo0318uscari0782.mp3,noun
88370,cariogenic,ˌker.i.oʊˈdʒen.ɪk,../audio/c/cdo0623uscari0406.mp3,adjective
88384,caryopsis,ˌker.iˈɑːp.sɪs,../audio/c/cdo0623uscary0412.mp3,noun
88450,carmaker,"",../audio/c/usbp0147.mp3,noun
88466,carmine,ˈkɑːr.maɪn,../audio/c/uscarbi027.mp3,noun
88477,carnage,ˈkɑːr.nɪdʒ,../audio/c/carnage.mp3,noun
88480,carnal,ˈkɑːr.nəl,../audio/c/carnal.mp3,adjective
88483,carnality,kɑːrˈnæl.ə.t̬i,../audio/c/eus70705.mp3,noun
88488,carnally,ˈkɑːr.nəl.i,../audio/c/cdo0623uscarn0407.mp3,adverb
88496,carnation,kɑːrˈneɪ.ʃən,../audio/c/carnation.mp3,noun
88512,carnelian,kɑːrˈniː.li.ən,../audio/c/cdo0318uscarn0786.mp3,noun
88517,carnet,"",../audio/c/eus05068.mp3,noun
88538,carnival,ˈkɑːr.nə.vəl,../audio/c/carnival.mp3,noun
88547,carnivore,ˈkɑːr.nə.vɔːr,../audio/c/eus70706.mp3,noun
88551,carnivorous,kɑːrˈnɪv.ɚ.əs,../audio/c/carnivorous.mp3,adjective
88566,carob,ˈker.əb,../audio/c/uscarbi030.mp3,noun
88574,carol,ˈker.əl,../audio/c/carol.mp3,noun
88577,carolean,ˌker.əˈliː.ən,../audio/c/cdo0123uscaro0409.mp3,adjective
88579,caroler,ˈker.əl.ɚ,../audio/c/cdo0318uscaro0787.mp3,noun
88586,caroline,ˈker.ə.laɪn,../audio/c/cdo0123uscaro0410.mp3,adjective
88588,caroling,ˈker.əl.ɪŋ,../audio/c/cdo0318uscaro0788.mp3,noun
88600,carom,ˈker.əm,../audio/c/cdo1121uscaro0801.mp3,verb
88614,carotene,ˈker.ə.tiːn,../audio/c/uscarot001.mp3,noun
88618,carotid,kəˈrɑː.t̬ɪd,../audio/c/cdo0318uscaro0789.mp3,adjective
88631,carousal,kəˈraʊ.zəl,../audio/c/cdo1121uscaro0802.mp3,noun
88633,carouse,kəˈraʊz,../audio/c/carouse.mp3,verb
88634,caroused,kəˈraʊz,../audio/c/carouse.mp3,verb
88635,carousel,ˌker.əˈsel,../audio/c/carousel.mp3,noun
88640,carousing,kəˈraʊz,../audio/c/carouse.mp3,verb
88642,carp,kɑːrp,../audio/c/carp.mp3,noun
88644,carpal,ˈkɑːr.pəl,../audio/c/cespus000181.mp3,adjective
88650,carped,kɑːrp,../audio/c/carp.mp3,verb
88651,carpel,ˈkɑːr.pel,../audio/c/eus05083.mp3,noun
88657,carpenter,ˈkɑːr.pɪn.t̬ɚ,../audio/c/eus70707.mp3,noun
88664,carpentry,ˈkɑːr.pɪn.tri,../audio/c/carpentry.mp3,noun
88667,carpet,ˈkɑːr.pət,../audio/c/carpet.mp3,noun
88670,carpetbagger,ˈkɑːr.pətˌbæɡ.ɚ,../audio/c/eus75504.mp3,noun
88678,carpeted,ˈkɑːr.pə.t̬ɪd,../audio/c/uscarot004.mp3,adjective
88679,carpeting,ˈkɑː.pə.t̬ɪŋ,../audio/c/uscarot005.mp3,noun
88699,carping,ˈkɑːr.pɪŋ,../audio/c/cdo0623uscarp0408.mp3,noun
88734,carpometacarpal,ˌkɑːr.pə.met̬.əˈkɑːr.pəl,../audio/c/cespus000182.mp3,adjective
88738,carpool,ˈkɑːrˌpuːl,../audio/c/uszzzzc022.mp3,noun
88752,carport,ˈkɑːr.pɔːrt,../audio/c/uscarot006.mp3,noun
88765,carpus,ˈkɑːr.pəs,../audio/c/cespus000183.mp3,noun
88772,carrageenan,ˌkær.əˈɡiː.nən,../audio/c/cdo0123uscarr0411.mp3,noun
88774,carragheen,ˈker.ə.ɡiːn,../audio/c/cdo0318uscarr0791.mp3,noun
88784,carrel,ˈker.əl,../audio/c/carol.mp3,noun
88794,carry,ˈker.i,../audio/c/carry.mp3,verb
88797,carriage,ˈker.ɪdʒ,../audio/c/carriage.mp3,noun
88803,carriageway,ˈker.ɪdʒ.weɪ,../audio/c/cus00336.mp3,noun
88804,carryall,ˈker.i.ɑːl,../audio/c/carryall.mp3,noun
88807,carrycot,ˈker.i.kɑːt,../audio/c/uscarot010.mp3,noun
88809,carried,ˈker.i,../audio/c/carry.mp3,verb
88811,carrier,ˈker.i.ɚ,../audio/c/carrier.mp3,noun
88815,carrying,ˈker.i,../audio/c/carry.mp3,verb
88820,carrion,ˈker.i.ən,../audio/c/uscarot008.mp3,noun
88824,carryout,ˈker.i.aʊt,../audio/c/carryout.mp3,noun
88826,carryover,"",../audio/c/cbedus01278.mp3,noun
88849,carrot,ˈker.ət,../audio/c/carat.mp3,noun
88852,carroty,ˈker.ə.t̬i,../audio/c/eus70708.mp3,adjective
88874,carsick,ˈkɑːr.sɪk,../audio/c/carsick.mp3,adjective
88875,carsickness,ˈkɑːrˌsɪk.nəs,../audio/c/usa30023.mp3,noun
88880,cart,kɑːrt,../audio/c/cart.mp3,noun
88883,cartage,ˈkɑːr.tɪdʒ,../audio/c/cdo0318uscart0794.mp3,noun
88888,carted,kɑːrt,../audio/c/cart.mp3,verb
88889,cartel,kɑːrˈtel,../audio/c/cartel.mp3,noun
88899,carter,ˈkɑːr.t̬ɚ,../audio/c/eus70711.mp3,noun
88903,cartesian,kɑːrˈti.ʒən,../audio/c/uscarot014.mp3,adjective
88911,carthorse,ˈkɑːrt.hɔːrs,../audio/c/uscarot015.mp3,noun
88916,cartilage,ˈkɑːr.t̬əl.ɪdʒ,../audio/c/cartilage.mp3,noun
88924,cartilaginous,ˌkɑːr.t̬əlˈædʒ.ə.nəs,../audio/c/cespus000184.mp3,adjective
88925,carting,kɑːrt,../audio/c/cart.mp3,verb
88928,cartload,ˈkɑːrt.loʊd,../audio/c/uscarot016.mp3,noun
88936,cartographer,kɑːrˈtɑː.ɡrə.fɚ,../audio/c/uscarot017.mp3,noun
88938,cartography,kɑːrˈtɑː.ɡrə.fi,../audio/c/eus70712.mp3,noun
88939,cartographic,ˌkɑːr.t̬əˈɡræf.ɪk,../audio/c/cdo0318uscart0795.mp3,adjective
88941,cartographically,ˌkɑːr.t̬əˈɡræf.ɪ.kəl.i,../audio/c/cdo0623uscart0410.mp3,adverb
88945,carton,ˈkɑːr.t̬ən,../audio/c/carton.mp3,noun
88954,cartoon,kɑːrˈtuːn,../audio/c/cartoon.mp3,noun
88957,cartoonist,kɑːrˈtuː.nɪst,../audio/c/cartoonist.mp3,noun
88963,cartouche,kɑːrˈtuːʃ,../audio/c/eus05123.mp3,noun
88965,cartridge,ˈkɑːr.trɪdʒ,../audio/c/cartridge.mp3,noun
88973,cartwheel,ˈkɑːrt.wiːl,../audio/c/cartwheel.mp3,noun
89000,carve,kɑːrv,../audio/c/eus76003.mp3,verb
89001,carved,kɑːrv,../audio/c/eus76003.mp3,verb
89006,carver,ˈkɑːr.vɚ,../audio/c/uscarot018.mp3,noun
89013,carving,ˈkɑːr.vɪŋ,../audio/c/carving.mp3,noun
89026,casaba,kəˈsɑː.bə,../audio/c/cdo0123uscasa0412.mp3,noun
89029,casablanca,ˌkæs.əˈblæŋ.kə,../audio/c/cdo1121uscasa0809.mp3,noun
89033,casanova,ˌkæs.əˈnoʊ.və,../audio/c/uscarot020.mp3,noun
89054,cascade,kæsˈkeɪd,../audio/c/cascade.mp3,noun
89055,cascaded,kæsˈkeɪd,../audio/c/cascade.mp3,verb
89056,cascades,kæsˈkeɪdz,../audio/c/cdo1121usthec0810.mp3,noun
89059,cascading,kæsˈkeɪd,../audio/c/cascade.mp3,verb
89076,case,keɪs,../audio/c/case.mp3,noun
89091,cased,keɪst,../audio/c/uscarot021.mp3,adjective
89103,casein,ˈkeɪ.siːn,../audio/c/cdo0318uscase0797.mp3,noun
89112,caseload,ˈkeɪs.loʊd,../audio/c/uscarot022.mp3,noun
89120,casement,ˈkeɪ.smənt,../audio/c/uscarot023.mp3,noun
89146,cash,kæʃ,../audio/c/cache.mp3,noun
89148,cashable,"",../audio/c/cbedus01282.mp3,adjective
89159,cashed,kæʃ,../audio/c/cache.mp3,verb
89165,cashew,ˈkæʃ.uː,../audio/c/uscarot024.mp3,noun
89169,cashier,kæʃˈɪr,../audio/c/cashier.mp3,noun
89170,cashiered,kæʃˈɪr,../audio/c/cashier.mp3,verb
89172,cashiering,kæʃˈɪr,../audio/c/cashier.mp3,verb
89175,cashing,kæʃ,../audio/c/cache.mp3,verb
89177,cashless,ˈkæʃ.ləs,../audio/c/cus00340.mp3,adjective
89179,cashmere,ˈkæʃ.mɪr,../audio/c/eus70715.mp3,noun
89194,casing,ˈkeɪ.sɪŋ,../audio/c/casing.mp3,noun
89196,casino,kəˈsiː.noʊ,../audio/c/casino.mp3,noun
89199,casita,kəˈsiː.t̬ə,../audio/c/cdo0123uscasi0415.mp3,noun
89201,cask,kæsk,../audio/c/cask.mp3,noun
89204,casket,ˈkæs.kɪt,../audio/c/casket.mp3,noun
89242,cassava,kəˈsɑː.və,../audio/c/uscarot026.mp3,noun
89249,casserole,ˈkæs.ə.roʊl,../audio/c/casserole.mp3,noun
89253,cassette,kəˈset,../audio/c/cassette.mp3,noun
89299,cassock,ˈkæs.ək,../audio/c/uscarot027.mp3,noun
89309,cassoulet,kæs.əˈleɪ,../audio/c/cdo0623uscass0414.mp3,noun
89310,cassowary,ˈkæs.ə.wer.i,../audio/c/cdo0318uscass0800.mp3,noun
89314,cast,kæst,../audio/c/cast.mp3,noun
89327,castanets,ˌkæs.təˈnets,../audio/c/uscarot028.mp3,noun
89332,castaway,ˈkæs.tə.weɪ,../audio/c/castaway.mp3,noun
89334,caste,kæst,../audio/c/cast.mp3,noun
89349,castellated,ˈkæs.tə.leɪ.t̬ɪd,../audio/c/uscarot029.mp3,adjective
89356,caster,ˈkæs.tɚ,../audio/c/uscarot030.mp3,noun
89364,castigate,ˈkæs.tə.ɡeɪt,../audio/c/castigate.mp3,verb
89365,castigated,ˈkæs.tə.ɡeɪt,../audio/c/castigate.mp3,verb
89367,castigating,ˈkæs.tə.ɡeɪt,../audio/c/castigate.mp3,verb
89376,castilian,kæsˈtɪl.jən,../audio/c/eus05187.mp3,noun
